Date,Observers,Time,Site-ID,SiteType,PatchType,GPS Location,,Bird Use,,Elevation(m),Snow Depth,Percent Snow Cover,WindSpeed,Comments about site,BirdID,Sex,ArgosID,BR,NB,PA,RA,Browsed Plants,,,,,,,,,,,,,,,,,,
,,,,,,,,Date Used,Time Used,,,,,,,,,,,,,Sample Type,ID (BR#),Paired With,Sample Type,Browse,,Pellets,,Volume,,,Daubenmire ,,,,,,Pic ID,Comments
,,,,,,Latitude ,Longitude,,,,,,,,,,,,,,,,,,,New Browse,Old Browse,New Pellets,Old Pellets,Height,Width1,Width2,grass,forbs ,sage,bare-ground,other_shrub,other,,
date,obs,time,site_id,site_type,patch_type,lat,long,date,time,ele,snow_depth,snow_cov,wind_speed,site_comm,bird_id,sex,argos_id,br,nb,pa,ra,sample_type,id_br,paired_with,sample,new_browse,old_browse,new_pellets,old_pellets,height,width_one,width_two,grass,forbs ,sage,bare_ground,other_shrub,other,pic_id,comm
2018-05-18,"AC, PPW",9:00,263 (cus cus),DBV,Off lek forage,38.2297,-119.03479,2018-05-16,15:00,2520,N/A,N/A,N/A,Daub pictures on AC's phone,164457,M,164457,3,6,0,0,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,16,N,N,N,55,98,94,75-100,0,0,0-5,0,0,91323,
2018-05-18,"AC, PPW",9:00,263 (cus cus),DBV,Off lek forage,38.2297,-119.03479,2018-05-16,15:00,2520,N/A,N/A,N/A,Daub pictures on AC's phone,164457,M,164457,3,6,0,0,Artemisia tridentata vaseyana,BR3,"NB5, NB6",BR,18,N,Y,N,60,108,114,25-50,0-5,0,50-75,0,0,91506,20% dead
2018-05-18,"AC, PPW",9:00,263 (cus cus),DBV,Off lek forage,38.2297,-119.03479,2018-05-16,15:00,2520,N/A,N/A,N/A,Daub pictures on AC's phone,164457,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,29,63,45,50-75,0,0,25-50,0,0,91205,
2018-05-18,"AC, PPW",9:00,263 (cus cus),DBV,Off lek forage,38.2297,-119.03479,2018-05-16,15:00,2520,N/A,N/A,N/A,Daub pictures on AC's phone,164457,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,N,24,45,32,50-75,0-5,0,25-50,0,0,91244,
2018-05-18,"AC, PPW",9:00,263 (cus cus),DBV,Off lek forage,38.2297,-119.03479,2018-05-16,15:00,2520,N/A,N/A,N/A,Daub pictures on AC's phone,164457,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB3,BR2,NB,2,N,Y,N,47,78,98,75-100,0,0,5-25,0,0,91355,
2018-05-18,"AC, PPW",9:00,263 (cus cus),DBV,Off lek forage,38.2297,-119.03479,2018-05-16,15:00,2520,N/A,N/A,N/A,Daub pictures on AC's phone,164457,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB4,BR2,NB,0,Y,N,N,54,79,61,75-100,0,0,25-50,0,0,91430,
2018-05-18,"AC, PPW",9:00,263 (cus cus),DBV,Off lek forage,38.2297,-119.03479,2018-05-16,15:00,2520,N/A,N/A,N/A,Daub pictures on AC's phone,164457,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB5,BR3,NB,0,N,N,N,57,72,33,25-50,0,0,50-75,0,0,91538,60% dead
2018-05-18,"AC, PPW",9:00,263 (cus cus),DBV,Off lek forage,38.2297,-119.03479,2018-05-16,15:00,2520,N/A,N/A,N/A,Daub pictures on AC's phone,164457,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB6,BR3,NB,0,N,N,N,69,124,72,25-50,5-25,0,50-75,0,0,91609,30% dead
2018-05-18,"AC, PPW",10:05,267 (cus cus),RAN,Random paired with BD veg,38.22966,-119.03365,N/A,N/A,2783,N/A,N/A,N/A,"Daub pictures on AC's phone, in a valley",164457,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA1,N/A,RA,0,Y,N,N,51,75,82,75-100,0,0,25-50,0,0,100108,
2018-05-18,"AC, PPW",10:05,267 (cus cus),RAN,Random paired with BD veg,38.22966,-119.03365,N/A,N/A,2783,N/A,N/A,N/A,"Daub pictures on AC's phone, in a valley",164457,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,N,36,38,32,5-25,0-5,0,75-100,0,0,100157,
2018-05-18,"AC, PPW",10:05,267 (cus cus),RAN,Random paired with BD veg,38.22966,-119.03365,N/A,N/A,2783,N/A,N/A,N/A,"Daub pictures on AC's phone, in a valley",164457,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,N,71,130,59,5-25,0-5,0,75-100,0,0,100241,50% dead
2018-05-18,"AC, PPW",10:05,267 (cus cus),RAN,Random paired with BD veg,38.22966,-119.03365,N/A,N/A,2783,N/A,N/A,N/A,"Daub pictures on AC's phone, in a valley",164457,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA4,N/A,RA,0,Y,N,N,35,77,69,5-25,0-5,0,75-100,0,0,100328,
2018-05-18,"AC, PPW",10:05,267 (cus cus),RAN,Random paired with BD veg,38.22966,-119.03365,N/A,N/A,2783,N/A,N/A,N/A,"Daub pictures on AC's phone, in a valley",164457,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA5,N/A,RA,0,N,N,N,24,26,22,50-75,0,0,25-50,0,0,100356,growing under another shrub
2018-05-18,"AC, PPW",10:05,267 (cus cus),RAN,Random paired with BD veg,38.22966,-119.03365,N/A,N/A,2783,N/A,N/A,N/A,"Daub pictures on AC's phone, in a valley",164457,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA6,N/A,RA,0,N,N,N,24,29,22,25-50,0-5,0,50-75,0,0,100437,growing under dead sage and anpther shrub
2018-05-19,"EFT, PPW, AC",10:30,141914DBV,DBV,Off lek forage,37.8715,-119.11569,2018-05-17,15:00,2034,N/A,N/A,N/A,N/A,141914,M,141914,3,6,0,0,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,29,Y,N,N,65,121,73,25-50,0-5,0,0,0,75-100,N/A,Dead
2018-05-19,"EFT, PPW, AC",10:30,141914DBV,DBV,Off lek forage,37.8715,-119.11569,2018-05-17,15:00,2034,N/A,N/A,N/A,N/A,141914,M,141914,3,6,0,0,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,40,N,Y,N,31,37,21,5-25,0,0,75-100,0,0,N/A,
2018-05-19,"EFT, PPW, AC",10:30,141914DBV,DBV,Off lek forage,37.8715,-119.11569,2018-05-17,15:00,2034,N/A,N/A,N/A,N/A,141914,M,141914,3,6,0,0,Artemisia tridentata vaseyana,BR3,"NB5, NB6",BR,10,N,Y,N,44,67,89,25-50,0-5,0,50-75,0,0,N/A,
2018-05-19,"EFT, PPW, AC",10:30,141914DBV,DBV,Off lek forage,37.8715,-119.11569,2018-05-17,15:00,2034,N/A,N/A,N/A,N/A,141914,M,141914,3,6,0,0,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,Y,23,22,24,0-5,0,0,0,0,75-100,N/A,Dead woody
2018-05-19,"EFT, PPW, AC",10:30,141914DBV,DBV,Off lek forage,37.8715,-119.11569,2018-05-17,15:00,2034,N/A,N/A,N/A,N/A,141914,M,141914,3,6,0,0,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,N,73,198,196,0-5,0,0,0,0,75-100,N/A,Dead
2018-05-19,"EFT, PPW, AC",10:30,141914DBV,DBV,Off lek forage,37.8715,-119.11569,2018-05-17,15:00,2034,N/A,N/A,N/A,N/A,141914,M,141914,3,6,0,0,Artemisia tridentata vaseyana,NB3,BR2,NB,0,Y,N,Y,53,127,133,5-25,0,0,75-100,0,0,N/A,
2018-05-19,"EFT, PPW, AC",10:30,141914DBV,DBV,Off lek forage,37.8715,-119.11569,2018-05-17,15:00,2034,N/A,N/A,N/A,N/A,141914,M,141914,3,6,0,0,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,N,N,42,68,55,5-25,0-5,5-25,50-75,0,0,N/A,
2018-05-19,"EFT, PPW, AC",10:30,141914DBV,DBV,Off lek forage,37.8715,-119.11569,2018-05-17,15:00,2034,N/A,N/A,N/A,N/A,141914,M,141914,3,6,0,0,Artemisia tridentata vaseyana,NB5,BR3,NB,0,Y,N,Y,37,48,40,25-50,0-5,0,75-100,0,0,N/A,
2018-05-19,"EFT, PPW, AC",10:30,141914DBV,DBV,Off lek forage,37.8715,-119.11569,2018-05-17,15:00,2034,N/A,N/A,N/A,N/A,141914,M,141914,3,6,0,0,Artemisia tridentata vaseyana,NB6,BR3,NB,0,N,N,N,37,47,32,5-25,0,0,75-100,0,5-25,N/A,woody
2018-05-19,"AC, PPW, EFT",11:00,273 (cus cus),RAN,Random paired with BD veg,38.872,-119.11476,N/A,N/A,2179,N/A,N/A,N/A,N/A,141914,M,141914,0,0,0,6,Artemisia tridentata vaseyana,RA1,N/A,RA,0,N,N,N,23,55,56,0-5,0-5,0,75-100,0,0,111254,
2018-05-19,"AC, PPW, EFT",11:00,273 (cus cus),RAN,Random paired with BD veg,38.872,-119.11476,N/A,N/A,2179,N/A,N/A,N/A,N/A,141914,M,141914,0,0,0,6,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,N,30,77,67,5-25,0-5,0,75-100,0,0,111327,80% dead
2018-05-19,"AC, PPW, EFT",11:00,273 (cus cus),RAN,Random paired with BD veg,38.872,-119.11476,N/A,N/A,2179,N/A,N/A,N/A,N/A,141914,M,141914,0,0,0,6,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,N,40,70,26,5-25,0-5,0,75-100,0,0,111401,
2018-05-19,"AC, PPW, EFT",11:00,273 (cus cus),RAN,Random paired with BD veg,38.872,-119.11476,N/A,N/A,2179,N/A,N/A,N/A,N/A,141914,M,141914,0,0,0,6,Artemisia tridentata vaseyana,RA4,N/A,RA,0,N,N,N,39,124,86,5-25,0-5,0,75-100,0,0,111455,"witches' broom, insect browse"
2018-05-19,"AC, PPW, EFT",11:00,273 (cus cus),RAN,Random paired with BD veg,38.872,-119.11476,N/A,N/A,2179,N/A,N/A,N/A,N/A,141914,M,141914,0,0,0,6,Artemisia tridentata vaseyana,RA5,N/A,RA,0,N,N,N,46,113,108,5-25,0-5,0,75-100,0,0,111604,insect browse
2018-05-19,"AC, PPW, EFT",11:00,273 (cus cus),RAN,Random paired with BD veg,38.872,-119.11476,N/A,N/A,2179,N/A,N/A,N/A,N/A,141914,M,141914,0,0,0,6,Artemisia tridentata vaseyana,RA6,N/A,RA,0,N,N,N,47,128,88,5-25,0-5,0,75-100,0,0,111656,
2018-05-19,"AC, PPW, EFT",12:03,275,DBV,Off lek forage,37.8596,-119.1232,2018-05-17,15:00,2180,N/A,N/A,N/A,Very long leaves! Do genetics on this one,163917,M,163917,3,6,0,0,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,17,Y,N,N,73,136,141,5-25,0,0,50-75,0,0,N/A,
2018-05-19,"AC, PPW, EFT",12:03,275,DBV,Off lek forage,37.8596,-119.1232,2018-05-17,15:00,2180,N/A,N/A,N/A,Very long leaves! Do genetics on this one,163917,M,163917,3,6,0,0,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,18,N,Y,Y,67,124,139,50-75,0-5,0,25-50,0,0,N/A,
2018-05-19,"AC, PPW, EFT",12:03,275,DBV,Off lek forage,37.8596,-119.1232,2018-05-17,15:00,2180,N/A,N/A,N/A,Very long leaves! Do genetics on this one,163917,M,163917,3,6,0,0,Artemisia tridentata vaseyana,BR3,"NB5, NB6",BR,29,Y,N,Y,32,78,71,50-75,0,0,25-50,0,0,N/A,
2018-05-19,"AC, PPW, EFT",12:03,275,DBV,Off lek forage,37.8596,-119.1232,2018-05-17,15:00,2180,N/A,N/A,N/A,Very long leaves! Do genetics on this one,163917,M,163917,3,6,0,0,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,29,54,40,25-50,0,0,25-50,0,0,N/A,
2018-05-19,"AC, PPW, EFT",12:03,275,DBV,Off lek forage,37.8596,-119.1232,2018-05-17,15:00,2180,N/A,N/A,N/A,Very long leaves! Do genetics on this one,163917,M,163917,3,6,0,0,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,N,46,70,70,25-50,0-5,0,50-75,0,0,N/A,
2018-05-19,"AC, PPW, EFT",12:03,275,DBV,Off lek forage,37.8596,-119.1232,2018-05-17,15:00,2180,N/A,N/A,N/A,Very long leaves! Do genetics on this one,163917,M,163917,3,6,0,0,Artemisia tridentata vaseyana,NB3,BR2,NB,0,N,N,N,25,61,63,5-25,0-5,0,50-75,0,0,N/A,
2018-05-19,"AC, PPW, EFT",12:03,275,DBV,Off lek forage,37.8596,-119.1232,2018-05-17,15:00,2180,N/A,N/A,N/A,Very long leaves! Do genetics on this one,163917,M,163917,3,6,0,0,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,N,N,51,158,110,5-25,0-5,0,75-100,0,0,N/A,
2018-05-19,"AC, PPW, EFT",12:03,275,DBV,Off lek forage,37.8596,-119.1232,2018-05-17,15:00,2180,N/A,N/A,N/A,Very long leaves! Do genetics on this one,163917,M,163917,3,6,0,0,Artemisia tridentata vaseyana,NB5,BR3,NB,0,N,N,N,30,62,67,50-75,0,0,5-25,0,0,N/A,
2018-05-19,"AC, PPW, EFT",12:03,275,DBV,Off lek forage,37.8596,-119.1232,2018-05-17,15:00,2180,N/A,N/A,N/A,Very long leaves! Do genetics on this one,163917,M,163917,3,6,0,0,Artemisia tridentata vaseyana,NB6,BR3,NB,0,N,N,N,22,27,48,5-25,0,0-5,25-50,0,0,N/A,
2018-05-19,"AC, PPW, EFT",12:44,276 (cus cus),RAN,Random paired with BD veg,37.85992,-119.12423,N/A,N/A,2265,N/A,N/A,N/A,"Daub pictures on AC's phone, 10 m from stream, dry bed runs through",163917,M,163917,0,0,0,6,Artemisia tridentata vaseyana,RA1,N/A,RA,0,N,N,N,44,88,45,75-100,5-25,0,0-5,0,0,123943,
2018-05-19,"AC, PPW, EFT",12:44,276 (cus cus),RAN,Random paired with BD veg,37.85992,-119.12423,N/A,N/A,2265,N/A,N/A,N/A,"Daub pictures on AC's phone, 10 m from stream, dry bed runs through",163917,M,163917,0,0,0,6,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,N,55,132,107,25-50,25-50,0,25-50,0,0,124015,
2018-05-19,"AC, PPW, EFT",12:44,276 (cus cus),RAN,Random paired with BD veg,37.85992,-119.12423,N/A,N/A,2265,N/A,N/A,N/A,"Daub pictures on AC's phone, 10 m from stream, dry bed runs through",163917,M,163917,0,0,0,6,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,N,51,93,97,75-100,5-25,5-25,5-25,0,0,124122,
2018-05-19,"AC, PPW, EFT",12:44,276 (cus cus),RAN,Random paired with BD veg,37.85992,-119.12423,N/A,N/A,2265,N/A,N/A,N/A,"Daub pictures on AC's phone, 10 m from stream, dry bed runs through",163917,M,163917,0,0,0,6,Artemisia tridentata vaseyana,RA4,N/A,RA,0,N,N,N,71,119,117,50-75,25-50,0,5-25,0,0,124236,
2018-05-19,"AC, PPW, EFT",12:44,276 (cus cus),RAN,Random paired with BD veg,37.85992,-119.12423,N/A,N/A,2265,N/A,N/A,N/A,"Daub pictures on AC's phone, 10 m from stream, dry bed runs through",163917,M,163917,0,0,0,6,Artemisia tridentata vaseyana,RA5,N/A,RA,0,N,N,N,54,108,58,50-75,5-25,0,5-25,0,0,124304,
2018-05-19,"AC, PPW, EFT",12:44,276 (cus cus),RAN,Random paired with BD veg,37.85992,-119.12423,N/A,N/A,2265,N/A,N/A,N/A,"Daub pictures on AC's phone, 10 m from stream, dry bed runs through",163917,M,163917,0,0,0,6,Artemisia tridentata vaseyana,RA6,N/A,RA,0,N,N,N,56,79,48,75-100,5-25,0,0-5,0,0,124350,
2018-04-27,EFT,9:44,174,DBV,Off lek forage,38.17569,-119.0751,2018-04-26,15:00,2424,N/A,N/A,N/A,"Old roost piles, a lot of bitterbrush",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,58,N,Y,N,22,29,26,0,5-25,0,50-75,25-50,0,138,New pellets
2018-04-27,EFT,9:44,174,DBV,Off lek forage,38.17569,-119.0751,2018-04-26,15:00,2424,N/A,N/A,N/A,"Old roost piles, a lot of bitterbrush",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,17,N,Y,Y,55,70,84,5-25,0-5,0,5-25,50-75,0,141,New pellets - collected
2018-04-27,EFT,9:44,174,DBV,Off lek forage,38.17569,-119.0751,2018-04-26,15:00,2424,N/A,N/A,N/A,"Old roost piles, a lot of bitterbrush",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,BR3,"NB5, NB6",BR,19,Y,N,Y,52,99,85,0-5,25-50,5-25,5-25,0,0,144,
2018-04-27,EFT,9:44,174,DBV,Off lek forage,38.17569,-119.0751,2018-04-26,15:00,2424,N/A,N/A,N/A,"Old roost piles, a lot of bitterbrush",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,Y,N,63,110,76,0,0-5,25-50,25-50,0,0,139,
2018-04-27,EFT,9:44,174,DBV,Off lek forage,38.17569,-119.0751,2018-04-26,15:00,2424,N/A,N/A,N/A,"Old roost piles, a lot of bitterbrush",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,Y,N,83,97,91,0,0-5,0,75-100,0,0,140,
2018-04-27,EFT,9:44,174,DBV,Off lek forage,38.17569,-119.0751,2018-04-26,15:00,2424,N/A,N/A,N/A,"Old roost piles, a lot of bitterbrush",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,NB3,BR2,NB,0,N,N,N,54,46,43,5-25,0-5,5-25,50-75,25-50,0,142,25-50% bitterbrush
2018-04-27,EFT,9:44,174,DBV,Off lek forage,38.17569,-119.0751,2018-04-26,15:00,2424,N/A,N/A,N/A,"Old roost piles, a lot of bitterbrush",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,N,N,59,92,56,0-5,5-25,0,75-100,0,0,143,15% dead
2018-04-27,EFT,9:44,174,DBV,Off lek forage,38.17569,-119.0751,2018-04-26,15:00,2424,N/A,N/A,N/A,"Old roost piles, a lot of bitterbrush",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,NB5,BR3,NB,0,N,N,N,27,76,66,5-25,0-5,0-5,75-100,5-25,0,145,5-25% bitterbrush
2018-04-27,EFT,9:44,174,DBV,Off lek forage,38.17569,-119.0751,2018-04-26,15:00,2424,N/A,N/A,N/A,"Old roost piles, a lot of bitterbrush",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,NB6,BR3,NB,3,N,N,N,31,53,59,0-5,5-25,0,25-50,0,25-50,146,25-50% other woody
2018-04-27,"AC, AHK, EFT, PPW",11:30,N/A,DBV,Off lek forage,38.205096,-119.012094,2018-04-24,15:00,N/A,N/A,N/A,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,11,Y,Y,Y,54,117,112,0,0,0,5-25,0,50-75,150,50-75% woody
2018-04-27,"AC, AHK, EFT, PPW",11:30,N/A,DBV,Off lek forage,38.205096,-119.012094,2018-04-24,15:00,N/A,N/A,N/A,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,87,Y,Y,Y,44,80,58,5-25,0,0,75-100,0-5,0,151,
2018-04-27,"AC, AHK, EFT, PPW",11:30,N/A,DBV,Off lek forage,38.205096,-119.012094,2018-04-24,15:00,N/A,N/A,N/A,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,NB1,BR1,NB,0,Y,Y,Y,57,94,113,0,0,0,75-100,0,0,152,
2018-04-27,"AC, AHK, EFT, PPW",11:30,N/A,DBV,Off lek forage,38.205096,-119.012094,2018-04-24,15:00,N/A,N/A,N/A,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,N,33,64,63,0-5,0,0,75-100,0,0,153,
2018-04-27,"AC, AHK, EFT, PPW",11:30,N/A,DBV,Off lek forage,38.205096,-119.012094,2018-04-24,15:00,N/A,N/A,N/A,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,NB3,BR2,NB,2,Y,N,Y,40,71,76,0,0,25-50,5-25,25-50,0,155,
2018-04-27,"AC, AHK, EFT, PPW",11:30,N/A,DBV,Off lek forage,38.205096,-119.012094,2018-04-24,15:00,N/A,N/A,N/A,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,Y,Y,51,123,60,5-25,0,5-25,50-75,0,0,156,60% dead; 5-25% dead sage
2018-04-27,"AC, AHK, EFT, PPW",11:30,N/A,DBV,Off lek forage,38.205096,-119.012094,2018-04-24,15:00,N/A,N/A,N/A,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,PA1,"RA1, RA2",PA,0,Y,Y,Y,45,105,107,0-5,0-5,0,75-100,0,5-25,148,"5 pellets, 5-25% woody"
2018-04-27,"AC, AHK, EFT, PPW",11:30,N/A,DBV,Off lek forage,38.205096,-119.012094,2018-04-24,15:00,N/A,N/A,N/A,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,RA1,PA1,RA,0,Y,Y,Y,43,110,88,5-25,0,25-50,5-25,5-25,0,149,
2018-04-27,"AC, AHK, EFT, PPW",11:30,N/A,DBV,Off lek forage,38.205096,-119.012094,2018-04-24,15:00,N/A,N/A,N/A,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,RA2,PA1,RA,0,Y,N,Y,48,92,96,0,0-5,5-25,50-75,5-25,0,157,
2018-05-22,"AC, PPW, EFT, LVHS",8:50,279,DBV,Off lek forage,38.2282,-119.0421,2018-05-21,15:00,2483,N/A,N/A,N/A,"Lots of fresh poop, some looks like from this morning. Only Artemisia tridentata vaseyana",416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,15,N,Y,N,34,66,61,25-50,5-25,0,50-75,0,0,N/A,
2018-05-22,"AC, PPW, EFT, LVHS",8:50,279,DBV,Off lek forage,38.2282,-119.0421,2018-05-21,15:00,2483,N/A,N/A,N/A,"Lots of fresh poop, some looks like from this morning. Only Artemisia tridentata vaseyana",416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,18,N,Y,N,29,32,23,0-5,0,50-75,50-75,0,0,N/A,
2018-05-22,"AC, PPW, EFT, LVHS",8:50,279,DBV,Off lek forage,38.2282,-119.0421,2018-05-21,15:00,2483,N/A,N/A,N/A,"Lots of fresh poop, some looks like from this morning. Only Artemisia tridentata vaseyana",416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,BR3,"NB5, NB6",BR,16,N,Y,N,21,28,30,0,5-25,0,75-100,0,0,N/A,
2018-05-22,"AC, PPW, EFT, LVHS",8:50,279,DBV,Off lek forage,38.2282,-119.0421,2018-05-21,15:00,2483,N/A,N/A,N/A,"Lots of fresh poop, some looks like from this morning. Only Artemisia tridentata vaseyana",416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,51,40,43,0,5-25,25-50,50-75,0,0,N/A,dead sage
2018-05-22,"AC, PPW, EFT, LVHS",8:50,279,DBV,Off lek forage,38.2282,-119.0421,2018-05-21,15:00,2483,N/A,N/A,N/A,"Lots of fresh poop, some looks like from this morning. Only Artemisia tridentata vaseyana",416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,N,47,63,46,0-5,5-25,0,75-100,0,0,N/A,
2018-05-22,"AC, PPW, EFT, LVHS",8:50,279,DBV,Off lek forage,38.2282,-119.0421,2018-05-21,15:00,2483,N/A,N/A,N/A,"Lots of fresh poop, some looks like from this morning. Only Artemisia tridentata vaseyana",416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB3,BR2,NB,0,N,N,N,5,8,8,25-50,25-50,0,50-75,0,0,N/A,
2018-05-22,"AC, PPW, EFT, LVHS",8:50,279,DBV,Off lek forage,38.2282,-119.0421,2018-05-21,15:00,2483,N/A,N/A,N/A,"Lots of fresh poop, some looks like from this morning. Only Artemisia tridentata vaseyana",416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,N,N,39,72,65,5-25,0-5,5-25,75-100,0,0,N/A,dead sage
2018-05-22,"AC, PPW, EFT, LVHS",8:50,279,DBV,Off lek forage,38.2282,-119.0421,2018-05-21,15:00,2483,N/A,N/A,N/A,"Lots of fresh poop, some looks like from this morning. Only Artemisia tridentata vaseyana",416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB5,BR3,NB,0,N,N,N,12,22,23,0-5,0-5,0,75-100,0,5-25,N/A,5-25% woody
2018-05-22,"AC, PPW, EFT, LVHS",8:50,279,DBV,Off lek forage,38.2282,-119.0421,2018-05-21,15:00,2483,N/A,N/A,N/A,"Lots of fresh poop, some looks like from this morning. Only Artemisia tridentata vaseyana",416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB6,BR3,NB,0,N,Y,N,48,49,18,25-50,0-5,0,25-50,0-5,0,N/A,0-5% rye?
2018-05-22,"AC, PPW, EFT, LVHS",10:21,280,RAN,Random paired with BD veg,38.22728,-119.04204,N/A,N/A,2785,N/A,N/A,N/A,"Very sparse sage, all Artemisia tridentata vaseyana. Dominated by other shrub and grass",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA1,N/A,RA,0,Y,N,N,47,84,79,25-50,0,0-5,75-100,0-5,0,N/A,0-5% dead sage
2018-05-22,"AC, PPW, EFT, LVHS",10:21,280,RAN,Random paired with BD veg,38.22728,-119.04204,N/A,N/A,2785,N/A,N/A,N/A,"Very sparse sage, all Artemisia tridentata vaseyana. Dominated by other shrub and grass",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,N,46,66,66,25-50,0,0,50-75,0,0-5,N/A,0-5% woody
2018-05-22,"AC, PPW, EFT, LVHS",10:21,280,RAN,Random paired with BD veg,38.22728,-119.04204,N/A,N/A,2785,N/A,N/A,N/A,"Very sparse sage, all Artemisia tridentata vaseyana. Dominated by other shrub and grass",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,N,45,107,61,0,0-5,50-75,25-50,0,0,N/A,
2018-05-22,"AC, PPW, EFT, LVHS",10:21,280,RAN,Random paired with BD veg,38.22728,-119.04204,N/A,N/A,2785,N/A,N/A,N/A,"Very sparse sage, all Artemisia tridentata vaseyana. Dominated by other shrub and grass",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA4,N/A,RA,0,N,N,N,22,18,27,50-75,50-75,0,5-25,0,0,N/A,insect browse
2018-05-22,"AC, PPW, EFT, LVHS",10:21,280,RAN,Random paired with BD veg,38.22728,-119.04204,N/A,N/A,2785,N/A,N/A,N/A,"Very sparse sage, all Artemisia tridentata vaseyana. Dominated by other shrub and grass",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA5,N/A,RA,0,N,N,N,36,64,66,50-75,5-25,0,25-50,0,0,N/A,70% dead; insect browse
2018-05-22,"AC, PPW, EFT, LVHS",10:21,280,RAN,Random paired with BD veg,38.22728,-119.04204,N/A,N/A,2785,N/A,N/A,N/A,"Very sparse sage, all Artemisia tridentata vaseyana. Dominated by other shrub and grass",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA6,N/A,RA,0,N,N,N,25,37,34,5-25,5-25,0,50-75,0,0,N/A,galls
